## This is an edited version of migrant_journey_updated..._b.csv
## Dep. joining or accompanying => Dep_J_A
## Zero expired rows were omited. I've put them back in. 
nationality,year_issued,visa_cat_broad,year,status_year_end,value
Africa Sub-Saharan,2007,Family,2018,Valid visa,7013
Africa Sub-Saharan,2007,Family,2019,Expired,1877
Africa Sub-Saharan,2007,Family,2019,Valid visa,7010
Africa Sub-Saharan,2007,Family,2020,Expired,1894
Africa Sub-Saharan,2007,Family,2020,Valid visa,6993
Africa Sub-Saharan,2008,Family,2008,Expired,32
Africa Sub-Saharan,2008,Family,2008,Valid visa,8765
Africa Sub-Saharan,2008,Family,2009,Expired,636
Africa Sub-Saharan,2008,Family,2009,Valid visa,8161
Africa Sub-Saharan,2008,Family,2010,Expired,1077
Africa Sub-Saharan,2008,Family,2010,Valid visa,7720
Africa Sub-Saharan,2008,Family,2011,Expired,1272
Africa Sub-Saharan,2008,Family,2011,Valid visa,7525
Africa Sub-Saharan,2008,Family,2012,Expired,1417
Africa Sub-Saharan,2008,Family,2012,Valid visa,7380
Africa Sub-Saharan,2008,Family,2013,Expired,1474
Africa Sub-Saharan,2008,Family,2013,Valid visa,7323
Africa Sub-Saharan,2008,Family,2014,Expired,1487
Africa Sub-Saharan,2008,Family,2014,Valid visa,7310
Africa Sub-Saharan,2008,Family,2015,Expired,1498
Africa Sub-Saharan,2008,Family,2015,Valid visa,7299
Africa Sub-Saharan,2008,Family,2016,Expired,1509
Africa Sub-Saharan,2008,Family,2016,Valid visa,7288
Africa Sub-Saharan,2008,Family,2017,Expired,1528
Africa Sub-Saharan,2008,Family,2017,Valid visa,7269
Africa Sub-Saharan,2008,Family,2018,Expired,1544
Africa Sub-Saharan,2008,Family,2018,Valid visa,7253
Africa Sub-Saharan,2008,Family,2019,Expired,1550
Africa Sub-Saharan,2008,Family,2019,Valid visa,7247
Africa Sub-Saharan,2008,Family,2020,Expired,1583
Africa Sub-Saharan,2008,Family,2020,Valid visa,7214
Africa Sub-Saharan,2009,Family,2009,Expired,18
Africa Sub-Saharan,2009,Family,2009,Valid visa,8007
Africa Sub-Saharan,2009,Family,2010,Expired,187
Africa Sub-Saharan,2009,Family,2010,Valid visa,7838
Africa Sub-Saharan,2009,Family,2011,Expired,688
Africa Sub-Saharan,2009,Family,2011,Valid visa,7337
Africa Sub-Saharan,2009,Family,2012,Expired,954
Africa Sub-Saharan,2009,Family,2012,Valid visa,7071
Africa Sub-Saharan,2009,Family,2013,Expired,1075
Africa Sub-Saharan,2009,Family,2013,Valid visa,6950
Africa Sub-Saharan,2009,Family,2014,Expired,1128
Africa Sub-Saharan,2009,Family,2014,Valid visa,6897
Africa Sub-Saharan,2009,Family,2015,Expired,1140
Africa Sub-Saharan,2009,Family,2015,Valid visa,6885
Africa Sub-Saharan,2009,Family,2016,Expired,1146
Africa Sub-Saharan,2009,Family,2016,Valid visa,6879
Africa Sub-Saharan,2009,Family,2017,Expired,1159
Africa Sub-Saharan,2009,Family,2017,Valid visa,6866
Africa Sub-Saharan,2009,Family,2018,Expired,1170
Africa Sub-Saharan,2009,Family,2018,Valid visa,6855
Africa Sub-Saharan,2009,Family,2019,Expired,1181
Africa Sub-Saharan,2009,Family,2019,Valid visa,6844
Africa Sub-Saharan,2009,Family,2020,Expired,1221
Africa Sub-Saharan,2009,Family,2020,Valid visa,6804
Africa Sub-Saharan,2010,Family,2010,Expired,32
Africa Sub-Saharan,2010,Family,2010,Valid visa,8786
Africa Sub-Saharan,2010,Family,2011,Expired,189
Africa Sub-Saharan,2010,Family,2011,Valid visa,8629
Africa Sub-Saharan,2010,Family,2012,Expired,638
Africa Sub-Saharan,2010,Family,2012,Valid visa,8180
Africa Sub-Saharan,2010,Family,2013,Expired,835
Africa Sub-Saharan,2010,Family,2013,Valid visa,7983
Africa Sub-Saharan,2010,Family,2014,Expired,936
Africa Sub-Saharan,2010,Family,2014,Valid visa,7882
Africa Sub-Saharan,2010,Family,2015,Expired,980
Africa Sub-Saharan,2010,Family,2015,Valid visa,7838
Africa Sub-Saharan,2010,Family,2016,Expired,1000
Africa Sub-Saharan,2010,Family,2016,Valid visa,7818
Africa Sub-Saharan,2010,Family,2017,Expired,1011
Africa Sub-Saharan,2010,Family,2017,Valid visa,7807
Africa Sub-Saharan,2010,Family,2018,Expired,1022
Africa Sub-Saharan,2010,Family,2018,Valid visa,7796
Africa Sub-Saharan,2010,Family,2019,Expired,1039
Africa Sub-Saharan,2010,Family,2019,Valid visa,7779
Africa Sub-Saharan,2010,Family,2020,Expired,1080
Africa Sub-Saharan,2010,Family,2020,Valid visa,7738
Africa Sub-Saharan,2011,Family,2011,Expired,11
Africa Sub-Saharan,2011,Family,2011,Valid visa,6005
Africa Sub-Saharan,2011,Family,2012,Expired,91
Africa Sub-Saharan,2011,Family,2012,Valid visa,5925
Africa Sub-Saharan,2011,Family,2013,Expired,344
Africa Sub-Saharan,2011,Family,2013,Valid visa,5672
Africa Sub-Saharan,2011,Family,2014,Expired,455
Africa Sub-Saharan,2011,Family,2014,Valid visa,5561
Africa Sub-Saharan,2011,Family,2015,Expired,542
Africa Sub-Saharan,2011,Family,2015,Valid visa,5474
Africa Sub-Saharan,2011,Family,2016,Expired,574
Africa Sub-Saharan,2011,Family,2016,Valid visa,5442
Africa Sub-Saharan,2011,Family,2017,Expired,588
Africa Sub-Saharan,2011,Family,2017,Valid visa,5428
Africa Sub-Saharan,2011,Family,2018,Expired,601
Africa Sub-Saharan,2011,Family,2018,Valid visa,5415
Africa Sub-Saharan,2011,Family,2019,Expired,617
Africa Sub-Saharan,2011,Family,2019,Valid visa,5399
Africa Sub-Saharan,2011,Family,2020,Expired,669
Africa Sub-Saharan,2011,Family,2020,Valid visa,5347
Africa Sub-Saharan,2012,Family,2012,Expired,20
Africa Sub-Saharan,2012,Family,2012,Valid visa,4892
Africa Sub-Saharan,2012,Family,2013,Expired,84
Africa Sub-Saharan,2012,Family,2013,Valid visa,4828
Africa Sub-Saharan,2012,Family,2014,Expired,292
Africa Sub-Saharan,2012,Family,2014,Valid visa,4620
Africa Sub-Saharan,2012,Family,2015,Expired,366
Africa Sub-Saharan,2012,Family,2015,Valid visa,4546
Africa Sub-Saharan,2012,Family,2016,Expired,415
Africa Sub-Saharan,2012,Family,2016,Valid visa,4497
Africa Sub-Saharan,2012,Family,2017,Expired,455
Africa Sub-Saharan,2012,Family,2017,Valid visa,4457
Africa Sub-Saharan,2012,Family,2018,Expired,467
Africa Sub-Saharan,2012,Family,2018,Valid visa,4445
Africa Sub-Saharan,2012,Family,2019,Expired,485
Africa Sub-Saharan,2012,Family,2019,Valid visa,4427
Africa Sub-Saharan,2012,Family,2020,Expired,556
Africa Sub-Saharan,2012,Family,2020,Valid visa,4356
Africa Sub-Saharan,2013,Family,2013,Expired,9
Africa Sub-Saharan,2013,Family,2013,Valid visa,4309
Africa Sub-Saharan,2013,Family,2014,Expired,83
Africa Sub-Saharan,2013,Family,2014,Valid visa,4235
Africa Sub-Saharan,2013,Family,2015,Expired,171
Africa Sub-Saharan,2013,Family,2015,Valid visa,4147
Africa Sub-Saharan,2013,Family,2016,Expired,334
Africa Sub-Saharan,2013,Family,2016,Valid visa,3984
Africa Sub-Saharan,2013,Family,2017,Expired,391
Africa Sub-Saharan,2013,Family,2017,Valid visa,3927
Africa Sub-Saharan,2013,Family,2018,Expired,441
Africa Sub-Saharan,2013,Family,2018,Valid visa,3877
Africa Sub-Saharan,2013,Family,2019,Expired,485
Africa Sub-Saharan,2013,Family,2019,Valid visa,3833
Africa Sub-Saharan,2013,Family,2020,Expired,540
Africa Sub-Saharan,2013,Family,2020,Valid visa,3778
Africa Sub-Saharan,2014,Family,2014,Expired,9
Africa Sub-Saharan,2014,Family,2014,Valid visa,3854
Africa Sub-Saharan,2014,Family,2015,Expired,68
Africa Sub-Saharan,2014,Family,2015,Valid visa,3795
Africa Sub-Saharan,2014,Family,2016,Expired,135
Africa Sub-Saharan,2014,Family,2016,Valid visa,3728
Africa Sub-Saharan,2014,Family,2017,Expired,314
Africa Sub-Saharan,2014,Family,2017,Valid visa,3549
Africa Sub-Saharan,2014,Family,2018,Expired,393
Africa Sub-Saharan,2014,Family,2018,Valid visa,3470
Africa Sub-Saharan,2014,Family,2019,Expired,459
Africa Sub-Saharan,2014,Family,2019,Valid visa,3404
Africa Sub-Saharan,2014,Family,2020,Expired,579
Africa Sub-Saharan,2014,Family,2020,Valid visa,3284
Africa Sub-Saharan,2015,Family,2015,Expired,19
Africa Sub-Saharan,2015,Family,2015,Valid visa,3756
Africa Sub-Saharan,2015,Family,2016,Expired,78
Africa Sub-Saharan,2015,Family,2016,Valid visa,3697
Africa Sub-Saharan,2015,Family,2017,Expired,163
Africa Sub-Saharan,2015,Family,2017,Valid visa,3612
Africa Sub-Saharan,2015,Family,2018,Expired,339
Africa Sub-Saharan,2015,Family,2018,Valid visa,3436
Africa Sub-Saharan,2015,Family,2019,Expired,387
Africa Sub-Saharan,2015,Family,2019,Valid visa,3388
Africa Sub-Saharan,2015,Family,2020,Expired,1076
Africa Sub-Saharan,2015,Family,2020,Valid visa,2699
Africa Sub-Saharan,2016,Family,2016,Expired,5
Africa Sub-Saharan,2016,Family,2016,Valid visa,4635
Africa Sub-Saharan,2016,Family,2017,Expired,79
Africa Sub-Saharan,2016,Family,2017,Valid visa,4561
Africa Sub-Saharan,2016,Family,2018,Expired,163
Africa Sub-Saharan,2016,Family,2018,Valid visa,4477
Africa Sub-Saharan,2016,Family,2019,Expired,423
Africa Sub-Saharan,2016,Family,2019,Valid visa,4217
Africa Sub-Saharan,2016,Family,2020,Expired,596
Africa Sub-Saharan,2016,Family,2020,Valid visa,4044
Africa Sub-Saharan,2017,Family,2017,Expired,12
Africa Sub-Saharan,2017,Family,2017,Valid visa,5723
Africa Sub-Saharan,2017,Family,2018,Expired,149
Africa Sub-Saharan,2017,Family,2018,Valid visa,5586
Africa Sub-Saharan,2017,Family,2019,Expired,261
Africa Sub-Saharan,2017,Family,2019,Valid visa,5474
Africa Sub-Saharan,2017,Family,2020,Expired,956
Africa Sub-Saharan,2017,Family,2020,Valid visa,4779
Africa Sub-Saharan,2018,Family,2018,Expired,16
Africa Sub-Saharan,2018,Family,2018,Valid visa,7169
Africa Sub-Saharan,2018,Family,2019,Expired,193
Africa Sub-Saharan,2018,Family,2019,Valid visa,6992
Africa Sub-Saharan,2018,Family,2020,Expired,889
Africa Sub-Saharan,2018,Family,2020,Valid visa,6296
Africa Sub-Saharan,2019,Family,2019,Expired,36
Africa Sub-Saharan,2019,Family,2019,Valid visa,7354
Africa Sub-Saharan,2019,Family,2020,Expired,292
Africa Sub-Saharan,2019,Family,2020,Valid visa,7098
Africa Sub-Saharan,2020,Family,2020,Expired,58
Africa Sub-Saharan,2020,Family,2020,Valid visa,5105
Africa Sub-Saharan,2004,Study,2004,Expired,200
Africa Sub-Saharan,2004,Study,2004,Valid visa,18057
Africa Sub-Saharan,2004,Study,2005,Expired,2295
Africa Sub-Saharan,2004,Study,2005,Valid visa,15962
Africa Sub-Saharan,2004,Study,2006,Expired,4487
Africa Sub-Saharan,2004,Study,2006,Valid visa,13770
Africa Sub-Saharan,2004,Study,2007,Expired,6060
Africa Sub-Saharan,2004,Study,2007,Valid visa,12197
Africa Sub-Saharan,2004,Study,2008,Expired,7343
Africa Sub-Saharan,2004,Study,2008,Valid visa,10914
Africa Sub-Saharan,2004,Study,2009,Expired,8545
Africa Sub-Saharan,2004,Study,2009,Valid visa,9712
Africa Sub-Saharan,2004,Study,2010,Expired,9371
Africa Sub-Saharan,2004,Study,2010,Valid visa,8886
Africa Sub-Saharan,2004,Study,2011,Expired,9910
Africa Sub-Saharan,2004,Study,2011,Valid visa,8347
Africa Sub-Saharan,2004,Study,2012,Expired,10359
Africa Sub-Saharan,2004,Study,2012,Valid visa,7898
Africa Sub-Saharan,2004,Study,2013,Expired,10628
Africa Sub-Saharan,2004,Study,2013,Valid visa,7629
Africa Sub-Saharan,2004,Study,2014,Expired,10715
Africa Sub-Saharan,2004,Study,2014,Valid visa,7542
Africa Sub-Saharan,2004,Study,2015,Expired,10756
Africa Sub-Saharan,2004,Study,2015,Valid visa,7501
Africa Sub-Saharan,2004,Study,2016,Expired,10797
Africa Sub-Saharan,2004,Study,2016,Valid visa,7460
Africa Sub-Saharan,2004,Study,2017,Expired,10819
Africa Sub-Saharan,2004,Study,2017,Valid visa,7438
Africa Sub-Saharan,2004,Study,2018,Expired,10847
Africa Sub-Saharan,2004,Study,2018,Valid visa,7410
Africa Sub-Saharan,2004,Study,2019,Expired,10873
Africa Sub-Saharan,2004,Study,2019,Valid visa,7384
Africa Sub-Saharan,2004,Study,2020,Expired,11010
Africa Sub-Saharan,2004,Study,2020,Valid visa,7247
Africa Sub-Saharan,2005,Study,2005,Expired,488
Africa Sub-Saharan,2005,Study,2005,Valid visa,16821
Africa Sub-Saharan,2005,Study,2006,Expired,2320
Africa Sub-Saharan,2005,Study,2006,Valid visa,14989
Africa Sub-Saharan,2005,Study,2007,Expired,4523
Africa Sub-Saharan,2005,Study,2007,Valid visa,12786
Africa Sub-Saharan,2005,Study,2008,Expired,6021
Africa Sub-Saharan,2005,Study,2008,Valid visa,11288
Africa Sub-Saharan,2005,Study,2009,Expired,7537
Africa Sub-Saharan,2005,Study,2009,Valid visa,9772
Africa Sub-Saharan,2005,Study,2010,Expired,8494
Africa Sub-Saharan,2005,Study,2010,Valid visa,8815
Africa Sub-Saharan,2005,Study,2011,Expired,9188
Africa Sub-Saharan,2005,Study,2011,Valid visa,8121
Africa Sub-Saharan,2005,Study,2012,Expired,9774
Africa Sub-Saharan,2005,Study,2012,Valid visa,7535
Africa Sub-Saharan,2005,Study,2013,Expired,10151
Africa Sub-Saharan,2005,Study,2013,Valid visa,7158
Africa Sub-Saharan,2005,Study,2014,Expired,10327
Africa Sub-Saharan,2005,Study,2014,Valid visa,6982
Africa Sub-Saharan,2005,Study,2015,Expired,10388
Africa Sub-Saharan,2005,Study,2015,Valid visa,6921
Africa Sub-Saharan,2005,Study,2016,Expired,10444
Africa Sub-Saharan,2005,Study,2016,Valid visa,6865
Africa Sub-Saharan,2005,Study,2017,Expired,10462
Africa Sub-Saharan,2005,Study,2017,Valid visa,6847
Africa Sub-Saharan,2005,Study,2018,Expired,10486
Africa Sub-Saharan,2005,Study,2018,Valid visa,6823
Africa Sub-Saharan,2005,Study,2019,Expired,10521
Africa Sub-Saharan,2005,Study,2019,Valid visa,6788
Africa Sub-Saharan,2005,Study,2020,Expired,10667
Africa Sub-Saharan,2005,Study,2020,Valid visa,6642
Africa Sub-Saharan,2006,Study,2006,Expired,572
Africa Sub-Saharan,2006,Study,2006,Valid visa,16080
Africa Sub-Saharan,2006,Study,2007,Expired,2221
Africa Sub-Saharan,2006,Study,2007,Valid visa,14431
Africa Sub-Saharan,2006,Study,2008,Expired,4472
Africa Sub-Saharan,2006,Study,2008,Valid visa,12180
Africa Sub-Saharan,2006,Study,2009,Expired,6631
Africa Sub-Saharan,2006,Study,2009,Valid visa,10021
Africa Sub-Saharan,2006,Study,2010,Expired,8072
Africa Sub-Saharan,2006,Study,2010,Valid visa,8580
Africa Sub-Saharan,2006,Study,2011,Expired,8989
Africa Sub-Saharan,2006,Study,2011,Valid visa,7663
Africa Sub-Saharan,2006,Study,2012,Expired,9750
Africa Sub-Saharan,2006,Study,2012,Valid visa,6902
Africa Sub-Saharan,2006,Study,2013,Expired,10303
Africa Sub-Saharan,2006,Study,2013,Valid visa,6349
Africa Sub-Saharan,2006,Study,2014,Expired,10574
Africa Sub-Saharan,2006,Study,2014,Valid visa,6078
Africa Sub-Saharan,2006,Study,2015,Expired,10699
Africa Sub-Saharan,2006,Study,2015,Valid visa,5953
Africa Sub-Saharan,2006,Study,2016,Expired,10772
Africa Sub-Saharan,2006,Study,2016,Valid visa,5880
Africa Sub-Saharan,2006,Study,2017,Expired,10806
Africa Sub-Saharan,2006,Study,2017,Valid visa,5846
Africa Sub-Saharan,2006,Study,2018,Expired,10835
Africa Sub-Saharan,2006,Study,2018,Valid visa,5817
Africa Sub-Saharan,2006,Study,2019,Expired,10873
Africa Sub-Saharan,2006,Study,2019,Valid visa,5779
Africa Sub-Saharan,2006,Study,2020,Expired,11020
Africa Sub-Saharan,2006,Study,2020,Valid visa,5632
Africa Sub-Saharan,2007,Study,2007,Expired,611
Africa Sub-Saharan,2007,Study,2007,Valid visa,17184
Africa Sub-Saharan,2007,Study,2008,Expired,2097
Africa Sub-Saharan,2007,Study,2008,Valid visa,15698
Africa Sub-Saharan,2007,Study,2009,Expired,5162
Africa Sub-Saharan,2007,Study,2009,Valid visa,12633
Africa Sub-Saharan,2007,Study,2010,Expired,7021
Africa Sub-Saharan,2007,Study,2010,Valid visa,10774
Africa Sub-Saharan,2007,Study,2011,Expired,8955
Africa Sub-Saharan,2007,Study,2011,Valid visa,8840
Africa Sub-Saharan,2007,Study,2012,Expired,10115
Africa Sub-Saharan,2007,Study,2012,Valid visa,7680
Africa Sub-Saharan,2007,Study,2013,Expired,10984
Africa Sub-Saharan,2007,Study,2013,Valid visa,6811
Africa Sub-Saharan,2007,Study,2014,Expired,11454
Africa Sub-Saharan,2007,Study,2014,Valid visa,6341
Africa Sub-Saharan,2007,Study,2015,Expired,11665
Africa Sub-Saharan,2007,Study,2015,Valid visa,6130
Africa Sub-Saharan,2007,Study,2016,Expired,11800
Africa Sub-Saharan,2007,Study,2016,Valid visa,5995
Africa Sub-Saharan,2007,Study,2017,Expired,11861
Africa Sub-Saharan,2007,Study,2017,Valid visa,5934
Africa Sub-Saharan,2007,Study,2018,Expired,11898
Africa Sub-Saharan,2007,Study,2018,Valid visa,5897
Africa Sub-Saharan,2007,Study,2019,Expired,11940
Africa Sub-Saharan,2007,Study,2019,Valid visa,5855
Africa Sub-Saharan,2007,Study,2020,Expired,12143
Africa Sub-Saharan,2007,Study,2020,Valid visa,5652
Africa Sub-Saharan,2008,Study,2008,Expired,267
Africa Sub-Saharan,2008,Study,2008,Valid visa,17545
Africa Sub-Saharan,2008,Study,2009,Expired,2055
Africa Sub-Saharan,2008,Study,2009,Valid visa,15757
Africa Sub-Saharan,2008,Study,2010,Expired,5243
Africa Sub-Saharan,2008,Study,2010,Valid visa,12569
Africa Sub-Saharan,2008,Study,2011,Expired,7023
Africa Sub-Saharan,2008,Study,2011,Valid visa,10789
Africa Sub-Saharan,2008,Study,2012,Expired,9673
Africa Sub-Saharan,2008,Study,2012,Valid visa,8139
Africa Sub-Saharan,2008,Study,2013,Expired,10996
Africa Sub-Saharan,2008,Study,2013,Valid visa,6816
Africa Sub-Saharan,2008,Study,2014,Expired,11746
Africa Sub-Saharan,2008,Study,2014,Valid visa,6066
Africa Sub-Saharan,2008,Study,2015,Expired,12140
Africa Sub-Saharan,2008,Study,2015,Valid visa,5672
Africa Sub-Saharan,2008,Study,2016,Expired,12356
Africa Sub-Saharan,2008,Study,2016,Valid visa,5456
Africa Sub-Saharan,2008,Study,2017,Expired,12468
Africa Sub-Saharan,2008,Study,2017,Valid visa,5344
Africa Sub-Saharan,2008,Study,2018,Expired,12526
Africa Sub-Saharan,2008,Study,2018,Valid visa,5286
Africa Sub-Saharan,2008,Study,2019,Expired,12613
Africa Sub-Saharan,2008,Study,2019,Valid visa,5199
Africa Sub-Saharan,2008,Study,2020,Expired,12811
Africa Sub-Saharan,2008,Study,2020,Valid visa,5001
Africa Sub-Saharan,2009,Study,2009,Expired,257
Africa Sub-Saharan,2009,Study,2009,Valid visa,17605
Africa Sub-Saharan,2009,Study,2010,Expired,1721
Africa Sub-Saharan,2009,Study,2010,Valid visa,16141
Africa Sub-Saharan,2009,Study,2011,Expired,5177
Africa Sub-Saharan,2009,Study,2011,Valid visa,12685
Africa Sub-Saharan,2009,Study,2012,Expired,7051
Africa Sub-Saharan,2009,Study,2012,Valid visa,10811
Africa Sub-Saharan,2009,Study,2013,Expired,10181
Africa Sub-Saharan,2009,Study,2013,Valid visa,7681
Africa Sub-Saharan,2009,Study,2014,Expired,11318
Africa Sub-Saharan,2009,Study,2014,Valid visa,6544
Africa Sub-Saharan,2009,Study,2015,Expired,11955
Africa Sub-Saharan,2009,Study,2015,Valid visa,5907
Africa Sub-Saharan,2009,Study,2016,Expired,12373
Africa Sub-Saharan,2009,Study,2016,Valid visa,5489
Africa Sub-Saharan,2009,Study,2017,Expired,12564
Africa Sub-Saharan,2009,Study,2017,Valid visa,5298
Africa Sub-Saharan,2009,Study,2018,Expired,12678
Africa Sub-Saharan,2009,Study,2018,Valid visa,5184
Africa Sub-Saharan,2009,Study,2019,Expired,12774
Africa Sub-Saharan,2009,Study,2019,Valid visa,5088
Africa Sub-Saharan,2009,Study,2020,Expired,13007
Africa Sub-Saharan,2009,Study,2020,Valid visa,4855
Africa Sub-Saharan,2010,Study,2010,Expired,187
Africa Sub-Saharan,2010,Study,2010,Valid visa,17667
Africa Sub-Saharan,2010,Study,2011,Expired,1651
Africa Sub-Saharan,2010,Study,2011,Valid visa,16203
Africa Sub-Saharan,2010,Study,2012,Expired,5451
Africa Sub-Saharan,2010,Study,2012,Valid visa,12403
Africa Sub-Saharan,2010,Study,2013,Expired,7555
Africa Sub-Saharan,2010,Study,2013,Valid visa,10299
Africa Sub-Saharan,2010,Study,2014,Expired,10482
Africa Sub-Saharan,2010,Study,2014,Valid visa,7372
Africa Sub-Saharan,2010,Study,2015,Expired,11562
Africa Sub-Saharan,2010,Study,2015,Valid visa,6292
Africa Sub-Saharan,2010,Study,2016,Expired,12217
Africa Sub-Saharan,2010,Study,2016,Valid visa,5637
Africa Sub-Saharan,2010,Study,2017,Expired,12604
Africa Sub-Saharan,2010,Study,2017,Valid visa,5250
Africa Sub-Saharan,2010,Study,2018,Expired,12780
Africa Sub-Saharan,2010,Study,2018,Valid visa,5074
Africa Sub-Saharan,2010,Study,2019,Expired,12918
Africa Sub-Saharan,2010,Study,2019,Valid visa,4936
Africa Sub-Saharan,2010,Study,2020,Expired,13260
Africa Sub-Saharan,2010,Study,2020,Valid visa,4594
Africa Sub-Saharan,2011,Study,2011,Expired,227
Africa Sub-Saharan,2011,Study,2011,Valid visa,16498
Africa Sub-Saharan,2011,Study,2012,Expired,2072
Africa Sub-Saharan,2011,Study,2012,Valid visa,14653
Africa Sub-Saharan,2011,Study,2013,Expired,8018
Africa Sub-Saharan,2011,Study,2013,Valid visa,8707
Africa Sub-Saharan,2011,Study,2014,Expired,9819
Africa Sub-Saharan,2011,Study,2014,Valid visa,6906
Africa Sub-Saharan,2011,Study,2015,Expired,11112
Africa Sub-Saharan,2011,Study,2015,Valid visa,5613
Africa Sub-Saharan,2011,Study,2016,Expired,12208
Africa Sub-Saharan,2011,Study,2016,Valid visa,4517
Africa Sub-Saharan,2011,Study,2017,Expired,12715
Africa Sub-Saharan,2011,Study,2017,Valid visa,4010
Africa Sub-Saharan,2011,Study,2018,Expired,12972
Africa Sub-Saharan,2011,Study,2018,Valid visa,3753
Africa Sub-Saharan,2011,Study,2019,Expired,13139
Africa Sub-Saharan,2011,Study,2019,Valid visa,3586
Africa Sub-Saharan,2011,Study,2020,Expired,13412
Africa Sub-Saharan,2011,Study,2020,Valid visa,3313
Africa Sub-Saharan,2012,Study,2012,Expired,181
Africa Sub-Saharan,2012,Study,2012,Valid visa,14837
Africa Sub-Saharan,2012,Study,2013,Expired,1999
Africa Sub-Saharan,2012,Study,2013,Valid visa,13019
Africa Sub-Saharan,2012,Study,2014,Expired,7544
Africa Sub-Saharan,2012,Study,2014,Valid visa,7474
Africa Sub-Saharan,2012,Study,2015,Expired,9151
Africa Sub-Saharan,2012,Study,2015,Valid visa,5867
Africa Sub-Saharan,2012,Study,2016,Expired,10605
Africa Sub-Saharan,2012,Study,2016,Valid visa,4413
Africa Sub-Saharan,2012,Study,2017,Expired,11547
Africa Sub-Saharan,2012,Study,2017,Valid visa,3471
Africa Sub-Saharan,2012,Study,2018,Expired,12040
Africa Sub-Saharan,2012,Study,2018,Valid visa,2978
Africa Sub-Saharan,2012,Study,2019,Expired,12340
Africa Sub-Saharan,2012,Study,2019,Valid visa,2678
Africa Sub-Saharan,2012,Study,2020,Expired,12638
Africa Sub-Saharan,2012,Study,2020,Valid visa,2380
Africa Sub-Saharan,2013,Study,2013,Expired,162
Africa Sub-Saharan,2013,Study,2013,Valid visa,15332
Africa Sub-Saharan,2013,Study,2014,Expired,2158
Africa Sub-Saharan,2013,Study,2014,Valid visa,13336
Africa Sub-Saharan,2013,Study,2015,Expired,7896
Africa Sub-Saharan,2013,Study,2015,Valid visa,7598
Africa Sub-Saharan,2013,Study,2016,Expired,9640
Africa Sub-Saharan,2013,Study,2016,Valid visa,5854
Africa Sub-Saharan,2013,Study,2017,Expired,11057
Africa Sub-Saharan,2013,Study,2017,Valid visa,4437
Africa Sub-Saharan,2013,Study,2018,Expired,11961
Africa Sub-Saharan,2013,Study,2018,Valid visa,3533
Africa Sub-Saharan,2013,Study,2019,Expired,12482
Africa Sub-Saharan,2013,Study,2019,Valid visa,3012
Africa Sub-Saharan,2013,Study,2020,Expired,12927
Africa Sub-Saharan,2013,Study,2020,Valid visa,2567
Africa Sub-Saharan,2014,Study,2014,Expired,161
Africa Sub-Saharan,2014,Study,2014,Valid visa,13881
Africa Sub-Saharan,2014,Study,2015,Expired,2029
Africa Sub-Saharan,2014,Study,2015,Valid visa,12013
Africa Sub-Saharan,2014,Study,2016,Expired,7494
Africa Sub-Saharan,2014,Study,2016,Valid visa,6548
Africa Sub-Saharan,2014,Study,2017,Expired,8737
Africa Sub-Saharan,2014,Study,2017,Valid visa,5305
Africa Sub-Saharan,2014,Study,2018,Expired,9888
Africa Sub-Saharan,2014,Study,2018,Valid visa,4154
Africa Sub-Saharan,2014,Study,2019,Expired,10816
Africa Sub-Saharan,2014,Study,2019,Valid visa,3226
Africa Sub-Saharan,2014,Study,2020,Expired,11421
Africa Sub-Saharan,2014,Study,2020,Valid visa,2621
